team,symbol,trade_type,entry_date,exit_date,holding_days,qty,entry_price,exit_price,total_pl_usd,pct_return,trade_result,pct_portfolio,risk_level,hold_type
Christian Frost,ADBE,Long,2025-05-19,2025-06-16,28,100,413.7,393.26,-2044.0,-4.94,Negative,4.137,Low-Risk,Long-Hold
Christian Frost,BRK.B,Long,2025-05-19,2025-06-17,29,50,513.79,485.77,-1401.0,-5.45,Negative,2.569,Low-Risk,Long-Hold
Christian Frost,TSLA,Long,2025-05-20,2025-06-17,28,200,351.7,318.6,-6620.0,-9.41,Negative,7.034,Low-Risk,Long-Hold
Christian Frost,DAL,Long,2025-05-15,2025-06-17,33,250,50.58,47.79,-697.5,-5.52,Negative,1.2645,Low-Risk,Long-Hold
Christian Frost,PODD,Long,2025-05-20,2025-06-17,28,100,327.8,304.79,-2301.0,-7.02,Negative,3.278,Low-Risk,Long-Hold
Christian Frost,CEG,Long,2025-06-03,2025-06-17,14,40,342.0,306.07,-1437.2,-10.51,Negative,1.368,Low-Risk,Long-Hold
Christian Frost,JOBY,Long,2025-05-28,2025-06-23,26,3894,8.85,8.39,-1791.24,-5.2,Negative,3.4462,Low-Risk,Long-Hold
Christian Frost,RGTI,Long,2025-05-19,2025-06-23,35,1000,11.5,10.75,-750.0,-6.52,Negative,1.15,Low-Risk,Long-Hold
Christian Frost,AAPL,Short,2025-05-29,2025-06-23,25,100,199.3,201.24,-194.0,-0.97,Negative,1.993,Low-Risk,Long-Hold
Christian Frost,ABNB,Long,2025-05-19,2025-06-23,35,100,135.5,129.99,-551.0,-4.07,Negative,1.355,Low-Risk,Long-Hold
Christian Frost,ABBV,Long,2025-05-19,2025-06-23,35,50,184.02,183.04,-49.0,-0.53,Negative,0.9201,Low-Risk,Long-Hold
Christian Frost,SPY,Long,2025-05-29,2025-06-25,27,200,588.885,606.61,3545.0,3.01,Positive,11.7777,High-Risk,Long-Hold
Christian Frost,ORCL,Long,2025-05-15,2025-06-25,41,220,161.3973,210.42,10785.0,30.37,Positive,3.5507,Low-Risk,Long-Hold
Christian Frost,BA,Long,2025-05-19,2025-06-25,37,200,203.0,198.85,-830.0,-2.04,Negative,4.06,Low-Risk,Long-Hold
Christian Frost,INDA,Long,2025-05-19,2025-06-25,37,200,54.53,54.98,90.0,0.83,Positive,1.0906,Low-Risk,Long-Hold
Christian Frost,HON,Long,2025-05-19,2025-06-25,37,49,221.61,221.69,3.92,0.04,Positive,1.0859,Low-Risk,Long-Hold
Christian Frost,RGC,Short,2025-06-23,2025-06-27,4,7324,27.45,17.69,71482.24,35.56,Positive,20.1044,High-Risk,Short-Hold
Christian Frost,BGL,Long,2025-06-27,2025-06-30,3,400,95.0,38.0,-22800.0,-60.0,Negative,3.8,Low-Risk,Short-Hold
Christian Frost,GD,Long,2025-05-19,2025-07-02,44,50,280.64,290.54,495.0,3.53,Positive,1.4032,Low-Risk,Long-Hold
Christian Frost,MFC,Long,2025-05-19,2025-07-02,44,500,31.862,31.59,-136.0,-0.85,Negative,1.5931,Low-Risk,Long-Hold
Christian Frost,IBM,Long,2025-06-23,2025-07-02,9,225,283.2456,287.03,851.5,1.34,Positive,6.373,Low-Risk,Long-Hold
Christian Frost,NFLX,Long,2025-05-19,2025-07-02,44,200,1181.983,1274.11,18425.4,7.79,Positive,23.6397,High-Risk,Long-Hold
Christian Frost,BGL,Short,2025-07-02,2025-07-07,5,1000,99.85,54.65,45200.0,45.27,Positive,9.985,High-Risk,Short-Hold
Christian Frost,SYTA,Long,2025-07-01,2025-07-07,6,20061,3.26,3.72,9228.06,14.11,Positive,6.5399,Low-Risk,Long-Hold
Christian Frost,HOOD,Long,2025-05-21,2025-07-07,47,3000,68.235,94.2,77895.0,38.05,Positive,20.4705,High-Risk,Long-Hold
Christian Frost,BGL,Long,2025-07-07,2025-07-07,0,2500,42.0,48.0,15000.0,14.29,Positive,10.5,High-Risk,Short-Hold
Christian Frost,BGL,Short,2025-07-07,2025-07-08,1,3000,56.52,50.01,19530.0,11.52,Positive,16.956,High-Risk,Short-Hold
Christian Frost,RCKT,Long,2025-07-02,2025-07-08,6,60000,2.8217,2.95,7700.0,4.55,Positive,16.93,High-Risk,Long-Hold
Christian Frost,TSLA,Short,2025-07-08,2025-07-09,1,340,298.21,296.93,435.2,0.43,Positive,10.1391,High-Risk,Short-Hold
Christian Frost,MU,Long,2025-06-06,2025-07-16,40,300,108.325,115.73,2221.5,6.84,Positive,3.2497,Low-Risk,Long-Hold
Christian Frost,XLE,Long,2025-06-17,2025-07-16,29,680,88.81,86.59,-1509.6,-2.5,Negative,6.0391,Low-Risk,Long-Hold
Christian Frost,V,Long,2025-05-19,2025-07-16,58,50,363.02,349.39,-681.5,-3.75,Negative,1.8151,Low-Risk,Long-Hold
Christian Frost,SEI,Long,2025-07-14,2025-07-16,2,1750,28.85,28.9,87.5,0.17,Positive,5.0488,Low-Risk,Short-Hold
Christian Frost,COST,Long,2025-05-21,2025-07-16,56,40,1030.94,955.42,-3020.8,-7.33,Negative,4.1238,Low-Risk,Long-Hold
Christian Frost,DXYZ,Long,2025-06-27,2025-07-17,20,2625,39.1,34.25,-12731.25,-12.4,Negative,10.2637,High-Risk,Long-Hold
Christian Frost,OXY,Long,2025-06-17,2025-07-21,34,6506,45.915,43.39,-16427.65,-5.5,Negative,29.8723,High-Risk,Long-Hold
Christian Frost,BGL,Long,2025-07-14,2025-07-21,7,9000,23.27,15.26,-72090.0,-34.42,Negative,20.943,High-Risk,Long-Hold
Christian Frost,AMD,Long,2025-06-25,2025-07-21,26,750,138.69,157.92,14422.5,13.87,Positive,10.4017,High-Risk,Long-Hold
Christian Frost,AVGO,Long,2025-05-27,2025-07-21,55,600,238.735,288.58,29907.0,20.88,Positive,14.3241,High-Risk,Long-Hold
Christian Frost,MP,Long,2025-07-14,2025-07-21,7,1650,47.1264,60.18,21538.5,27.7,Positive,7.7758,Low-Risk,Long-Hold
Christian Frost,CLSK,Long,2025-07-16,2025-07-21,5,825,12.63,12.59,-33.0,-0.32,Negative,1.042,Low-Risk,Short-Hold
Christian Frost,TNGX,Long,2025-07-09,2025-07-21,12,20000,6.05,6.65,12000.0,9.92,Positive,12.1,High-Risk,Long-Hold
Christian Frost,NVDA,Long,2025-06-27,2025-07-21,24,1885,151.9579,172.16,38080.95,13.29,Positive,28.6441,High-Risk,Long-Hold
Christian Frost,PARA,Long,2025-07-14,2025-07-21,7,3050,12.941,12.98,119.0,0.3,Positive,3.947,Low-Risk,Long-Hold
Christian Frost,PTIR,Long,2025-07-14,2025-07-21,7,1800,22.94,23.75,1458.0,3.53,Positive,4.1292,Low-Risk,Long-Hold
Christian Frost,BITX,Long,2025-07-14,2025-07-21,7,2200,66.47,62.86,-7942.0,-5.43,Negative,14.6234,High-Risk,Long-Hold
Christian Frost,TXN,Long,2025-05-19,2025-07-21,63,250,185.01,215.16,7537.5,16.3,Positive,4.6253,Low-Risk,Long-Hold
Christian Frost,COIN,Long,2025-06-25,2025-07-21,26,185,351.8649,418.88,12397.8,19.05,Positive,6.5095,Low-Risk,Long-Hold
Christian Frost,BLK,Long,2025-05-19,2025-07-21,63,20,979.49,1096.57,2341.6,11.95,Positive,1.959,Low-Risk,Long-Hold
Christian Frost,SXTC,Long,2025-07-14,2025-07-21,7,22000,1.7,1.62,-1760.0,-4.71,Negative,3.74,Low-Risk,Long-Hold
Christian Frost,OPEN,Short,2025-07-21,2025-07-21,0,145985,2.83,3.28,-65693.25,-15.9,Negative,41.3138,High-Risk,Short-Hold
Christian Frost,BGL,Short,2025-07-21,2025-07-21,0,28683,15.03,14.76,7744.41,1.8,Positive,43.1105,High-Risk,Short-Hold
Christian Frost,KURE,Long,2025-05-29,2025-07-21,53,4000,16.7625,18.72,7830.0,11.68,Positive,6.705,Low-Risk,Long-Hold
Christian Frost,ICG,Long,2025-07-14,2025-07-23,9,73703,3.05,2.85,-14740.6,-6.56,Negative,22.4794,High-Risk,Long-Hold
Christian Frost,ABVX,Short,2025-07-23,2025-07-23,0,2400,65.67,68.46,-6696.0,-4.25,Negative,15.7608,High-Risk,Short-Hold
Christian Frost,ANEB,Short,2025-07-23,2025-07-23,0,62135,3.24,3.36,-7456.2,-3.7,Negative,20.1317,High-Risk,Short-Hold
Christian Frost,RNAZ,Short,2025-07-23,2025-07-23,0,9804,15.28,11.38,38235.6,25.52,Positive,14.9805,High-Risk,Short-Hold
Christian Frost,OPEN,Short,2025-07-23,2025-07-23,0,64485,2.33,2.29,2579.4,1.72,Positive,15.025,High-Risk,Short-Hold
Christian Frost,NVDA,Long,2025-07-23,2025-07-24,7,1200,170.22,173.74,4224.0,2.07,Positive,20.4264,High-Risk,Long-Hold
Christian Frost,NVDA,Long,2025-07-23,2025-07-24,7,300,170.46,173.74,984.0,1.92,Positive,5.1138,Low-Risk,Long-Hold
Christian Frost,AMD,Long,2025-07-23,2025-07-24,7,945,158.45,162.12,3468.15,2.32,Positive,14.9735,High-Risk,Long-Hold
Christian Frost,COST,Long,2025-05-21,2025-07-24,70,10,1030.94,933.8,-971.4,-9.42,Negative,1.0309,Low-Risk,Long-Hold
Christian Frost,META,Long,2025-05-14,2025-07-24,77,10,658.91,714.8,558.9,8.48,Positive,0.6589,Low-Risk,Long-Hold
Christian Frost,META,Long,2025-05-19,2025-07-24,72,100,628.25,714.8,8655.0,13.78,Positive,6.2825,Low-Risk,Long-Hold
Christian Frost,META,Long,2025-05-27,2025-07-24,64,6,641.48,714.8,439.92,11.43,Positive,0.3849,Low-Risk,Long-Hold
Christian Frost,META,Long,2025-06-23,2025-07-24,37,194,695.65,714.8,3715.1,2.75,Positive,13.4956,High-Risk,Long-Hold
Christian Frost,META,Long,2025-07-23,2025-07-24,7,200,712.76,714.8,408.0,0.29,Positive,14.2552,High-Risk,Long-Hold
Christian Frost,WMT,Long,2025-05-15,2025-07-24,76,250,94.28,96.6,580.0,2.46,Positive,2.357,Low-Risk,Long-Hold
Christian Frost,BTC,Long,2025-05-16,2025-07-24,75,500,46.12,52.77,3325.0,14.42,Positive,2.306,Low-Risk,Long-Hold
Christian Frost,BTC,Long,2025-07-16,2025-07-24,14,500,52.79,52.77,-10.0,-0.04,Negative,2.6395,Low-Risk,Long-Hold
Christian Frost,BTC,Long,2025-07-23,2025-07-24,7,1000,52.46,52.77,310.0,0.59,Positive,5.246,Low-Risk,Long-Hold
Christian Frost,MSFT,Long,2025-05-19,2025-07-24,72,50,450.88,510.88,3000.0,13.31,Positive,2.2544,Low-Risk,Long-Hold
Christian Frost,MSFT,Long,2025-05-20,2025-07-24,71,125,457.3,510.88,6697.5,11.72,Positive,5.7162,Low-Risk,Long-Hold
Christian Frost,RTX,Long,2025-05-19,2025-07-24,72,50,135.65,155.22,978.5,14.43,Positive,0.6783,Low-Risk,Long-Hold
Christian Frost,RTX,Long,2025-07-16,2025-07-24,14,50,149.76,155.22,273.0,3.65,Positive,0.7488,Low-Risk,Long-Hold
Christian Frost,RTX,Long,2025-07-23,2025-07-24,7,100,154.65,155.22,57.0,0.37,Positive,1.5465,Low-Risk,Long-Hold
Christian Frost,DASH,Long,2025-05-19,2025-07-24,72,50,198.94,243.69,2237.5,22.49,Positive,0.9947,Low-Risk,Long-Hold
Christian Frost,DASH,Long,2025-06-23,2025-07-24,37,50,229.47,243.69,711.0,6.2,Positive,1.1473,Low-Risk,Long-Hold
Christian Frost,SPOT,Long,2025-05-19,2025-07-24,72,50,648.64,681.42,1639.0,5.05,Positive,3.2432,Low-Risk,Long-Hold
Christian Frost,DELL,Long,2025-05-19,2025-07-24,72,150,111.83,128.35,2478.0,14.77,Positive,1.6775,Low-Risk,Long-Hold
Christian Frost,DELL,Long,2025-05-27,2025-07-24,64,50,114.26,128.35,704.5,12.33,Positive,0.5713,Low-Risk,Long-Hold
Christian Frost,INTU,Long,2025-05-19,2025-07-24,72,100,666.46,781.21,11475.0,17.22,Positive,6.6646,Low-Risk,Long-Hold
Christian Frost,INTU,Long,2025-05-29,2025-07-24,62,100,754.04,781.21,2717.0,3.6,Positive,7.5404,Low-Risk,Long-Hold
Christian Frost,INTU,Long,2025-07-14,2025-07-24,16,200,754.02,781.21,5438.0,3.61,Positive,15.0804,High-Risk,Long-Hold
Christian Frost,INTU,Long,2025-07-23,2025-07-24,7,75,774.86,781.21,476.25,0.82,Positive,5.8114,Low-Risk,Long-Hold
Christian Frost,INTU,Long,2025-07-23,2025-07-24,7,130,776.9,781.21,560.3,0.55,Positive,10.0997,High-Risk,Long-Hold
Christian Frost,WBD,Long,2025-05-19,2025-07-24,72,200,9.03,13.5,894.0,49.5,Positive,0.1806,Low-Risk,Long-Hold
Christian Frost,WBD,Long,2025-05-27,2025-07-24,64,200,9.63,13.5,774.0,40.19,Positive,0.1926,Low-Risk,Long-Hold
Christian Frost,WBD,Long,2025-06-06,2025-07-24,54,2000,9.85,13.5,7300.0,37.06,Positive,1.97,Low-Risk,Long-Hold
Christian Frost,WBD,Long,2025-07-14,2025-07-24,16,2400,12.04,13.5,3504.0,12.13,Positive,2.8896,Low-Risk,Long-Hold
Christian Frost,WBD,Long,2025-07-23,2025-07-24,7,4800,13.23,13.5,1296.0,2.04,Positive,6.3504,Low-Risk,Long-Hold
Christian Frost,EADSF,Long,2025-05-19,2025-07-24,72,50,180.5,217.0,1825.0,20.22,Positive,0.9025,Low-Risk,Long-Hold
Christian Frost,EADSF,Long,2025-07-16,2025-07-24,14,50,213.0,217.0,200.0,1.88,Positive,1.065,Low-Risk,Long-Hold
Christian Frost,EADSF,Long,2025-07-23,2025-07-24,7,100,216.7,217.0,30.0,0.14,Positive,2.167,Low-Risk,Long-Hold
Christian Frost,QBTS,Long,2025-07-23,2025-07-24,7,3000,19.54,19.76,660.0,1.13,Positive,5.862,Low-Risk,Long-Hold
Christian Frost,QBTS,Long,2025-07-23,2025-07-24,7,3000,20.19,19.76,-1290.0,-2.13,Negative,6.057,Low-Risk,Long-Hold
Christian Frost,JPST,Long,2025-05-22,2025-07-24,69,1550,50.53,50.62,139.5,0.18,Positive,7.8322,Low-Risk,Long-Hold
Christian Frost,JPST,Long,2025-05-22,2025-07-24,69,277,50.54,50.62,22.16,0.16,Positive,1.4,Low-Risk,Long-Hold
Christian Frost,JPST,Long,2025-06-16,2025-07-24,44,2000,50.54,50.62,160.0,0.16,Positive,10.108,High-Risk,Long-Hold
Christian Frost,NET,Long,2025-05-28,2025-07-24,63,100,161.8,191.58,2978.0,18.41,Positive,1.618,Low-Risk,Long-Hold
Christian Frost,NET,Long,2025-06-06,2025-07-24,54,150,178.65,191.58,1939.5,7.24,Positive,2.6797,Low-Risk,Long-Hold
Christian Frost,NET,Long,2025-07-14,2025-07-24,16,400,183.88,191.58,3080.0,4.19,Positive,7.3552,Low-Risk,Long-Hold
Christian Frost,CEG,Long,2025-07-23,2025-07-24,7,250,325.0,321.67,-832.5,-1.02,Negative,8.125,High-Risk,Long-Hold
Christian Frost,OXY,Long,2025-07-23,2025-07-24,7,5000,44.44,44.63,950.0,0.43,Positive,22.22,High-Risk,Long-Hold
Christian Frost,OXY,Long,2025-07-23,2025-07-24,7,2500,44.47,44.63,400.0,0.36,Positive,11.1175,High-Risk,Long-Hold
Christian Frost,ROKU,Long,2025-07-23,2025-07-24,7,1000,90.35,90.05,-300.0,-0.33,Negative,9.035,High-Risk,Long-Hold
Carly Shepherd,RGTI,Long,2025-05-27,2025-05-28,1,2000,14.97,13.96,-2020.0,-6.75,Negative,2.994,Low-Risk,Short-Hold
Carly Shepherd,RGC,Short,2025-05-27,2025-05-29,2,50,550.0,707.0,-7850.0,-28.55,Negative,2.75,Low-Risk,Short-Hold
Carly Shepherd,BYON,Short,2025-05-27,2025-06-16,20,5000,5.82,6.32,-2500.0,-8.59,Negative,2.91,Low-Risk,Long-Hold
Carly Shepherd,COST,Short,2025-05-29,2025-06-16,18,15,1009.0,990.25,281.25,1.86,Positive,1.5135,Low-Risk,Long-Hold
Carly Shepherd,RGC,Long,2025-05-29,2025-06-23,25,70,707.0,30.0,-47390.0,-95.76,Negative,4.949,Low-Risk,Long-Hold
Carly Shepherd,SPYD,Long,2025-05-22,2025-06-24,33,1000,41.99,42.45,460.0,1.1,Positive,4.199,Low-Risk,Long-Hold
Carly Shepherd,NXTT,Short,2025-05-27,2025-06-24,28,2500,2.17,2.18,-25.0,-0.46,Negative,0.5425,Low-Risk,Long-Hold
Carly Shepherd,BRK.B,Long,2025-05-28,2025-06-24,27,20,505.06,491.54,-270.4,-2.68,Negative,1.0101,Low-Risk,Long-Hold
Carly Shepherd,USOI,Long,2025-05-27,2025-06-24,28,250,54.13,53.0,-282.5,-2.09,Negative,1.3532,Low-Risk,Long-Hold
Carly Shepherd,NPSCY,Long,2025-05-27,2025-06-24,28,500,7.0,6.32,-340.0,-9.71,Negative,0.35,Low-Risk,Long-Hold
Carly Shepherd,ACDVF,Long,2025-05-27,2025-06-24,28,250,13.66,14.3,160.0,4.69,Positive,0.3415,Low-Risk,Long-Hold
Carly Shepherd,RGTX,Long,2025-05-27,2025-06-24,28,250,47.54,30.66,-4220.0,-35.51,Negative,1.1885,Low-Risk,Long-Hold
Carly Shepherd,NSRGF,Long,2025-05-27,2025-06-24,28,100,109.03,102.25,-678.0,-6.22,Negative,1.0903,Low-Risk,Long-Hold
Carly Shepherd,QBTS,Short,2025-05-27,2025-07-02,36,1000,17.15,15.25,1900.0,11.08,Positive,1.715,Low-Risk,Long-Hold
Carly Shepherd,OKLO,Long,2025-06-24,2025-07-02,8,650,56.4969,51.98,-2936.0,-7.99,Negative,3.6723,Low-Risk,Long-Hold
Carly Shepherd,AAPL,Short,2025-05-27,2025-07-03,37,200,198.3,212.15,-2770.0,-6.98,Negative,3.966,Low-Risk,Long-Hold
Carly Shepherd,COST,Long,2025-05-22,2025-07-03,42,75,1027.73,982.4,-3399.75,-4.41,Negative,7.708,Low-Risk,Long-Hold
Carly Shepherd,STX,Long,2025-06-02,2025-07-08,36,500,117.01,143.84,13415.0,22.93,Positive,5.8505,Low-Risk,Long-Hold
Carly Shepherd,QBTS,Long,2025-05-27,2025-07-10,44,2050,19.28,16.38,-5945.0,-15.04,Negative,3.9524,Low-Risk,Long-Hold
Carly Shepherd,IONQ,Long,2025-05-27,2025-07-11,45,200,46.62,42.46,-832.0,-8.92,Negative,0.9324,Low-Risk,Long-Hold
Carly Shepherd,DAPP,Long,2025-06-24,2025-07-15,21,3000,15.56,17.85,6870.0,14.72,Positive,4.668,Low-Risk,Long-Hold
Carly Shepherd,BITX,Long,2025-07-16,2025-07-18,2,500,65.13,63.75,-690.0,-2.12,Negative,3.2565,Low-Risk,Short-Hold
Carly Shepherd,USAU,Long,2025-05-27,2025-07-18,52,3000,11.49,11.22,-810.0,-2.35,Negative,3.447,Low-Risk,Long-Hold
Carly Shepherd,OPEN,Short,2025-07-21,2025-07-21,0,20646,3.11,3.98,-17962.02,-27.97,Negative,6.4209,Low-Risk,Short-Hold
Carly Shepherd,OPEN,Long,2025-07-21,2025-07-22,1,20044,3.759,3.89,2625.72,3.48,Positive,7.5345,Low-Risk,Short-Hold
Carly Shepherd,CODA,Long,2025-06-24,2025-07-23,29,5000,7.98,8.0,100.0,0.25,Positive,3.99,Low-Risk,Long-Hold
Carly Shepherd,DDOG,Long,2025-07-03,2025-07-24,21,500,147.56,147.78,110.0,0.15,Positive,7.378,Low-Risk,Long-Hold
Carly Shepherd,COST,Long,2025-05-22,2025-07-24,69,75,1027.73,933.8,-7044.75,-9.14,Negative,7.708,Low-Risk,Long-Hold
Carly Shepherd,DIS,Long,2025-05-22,2025-07-24,69,100,109.98,121.95,1197.0,10.88,Positive,1.0998,Low-Risk,Long-Hold
Carly Shepherd,V,Long,2025-05-22,2025-07-24,69,50,357.6,353.97,-181.5,-1.02,Negative,1.788,Low-Risk,Long-Hold
Carly Shepherd,WMT,Long,2025-05-22,2025-07-24,69,1000,96.51,96.6,90.0,0.09,Positive,9.651,High-Risk,Long-Hold
Carly Shepherd,VEA,Long,2025-05-22,2025-07-24,69,500,54.66,58.08,1710.0,6.26,Positive,2.733,Low-Risk,Long-Hold
Carly Shepherd,ZION,Long,2025-05-22,2025-07-24,69,500,46.43,55.18,4375.0,18.85,Positive,2.3215,Low-Risk,Long-Hold
Carly Shepherd,F,Long,2025-05-22,2025-07-24,69,1500,10.48,11.26,1170.0,7.44,Positive,1.572,Low-Risk,Long-Hold
Carly Shepherd,CRSR,Long,2025-05-22,2025-07-24,69,5000,8.22,9.32,5500.0,13.38,Positive,4.11,Low-Risk,Long-Hold
Carly Shepherd,NVDA,Long,2025-05-22,2025-07-24,69,150,132.18,173.74,6234.0,31.44,Positive,1.9827,Low-Risk,Long-Hold
Carly Shepherd,NVDA,Long,2025-05-27,2025-07-24,64,300,134.15,173.74,11877.0,29.51,Positive,4.0245,Low-Risk,Long-Hold
Carly Shepherd,VTI,Long,2025-05-22,2025-07-24,69,150,286.36,312.25,3883.5,9.04,Positive,4.2954,Low-Risk,Long-Hold
Carly Shepherd,IJT,Long,2025-05-22,2025-07-24,69,500,127.22,135.07,3925.0,6.17,Positive,6.361,Low-Risk,Long-Hold
Carly Shepherd,SHEL,Long,2025-05-27,2025-07-24,64,400,66.71,72.38,2268.0,8.5,Positive,2.6684,Low-Risk,Long-Hold
Carly Shepherd,HOOD,Long,2025-05-27,2025-07-24,64,200,65.0,101.93,7386.0,56.82,Positive,1.3,Low-Risk,Long-Hold
Carly Shepherd,ELF,Long,2025-05-27,2025-07-24,64,50,85.74,119.22,1674.0,39.05,Positive,0.4287,Low-Risk,Long-Hold
Carly Shepherd,ELF,Long,2025-05-28,2025-07-24,63,100,91.45,119.22,2777.0,30.37,Positive,0.9145,Low-Risk,Long-Hold
Carly Shepherd,ELF,Long,2025-05-29,2025-07-24,62,200,114.14,119.22,1016.0,4.45,Positive,2.2828,Low-Risk,Long-Hold
Carly Shepherd,ACDVF,Long,2025-07-10,2025-07-24,20,1750,16.58,16.05,-927.5,-3.2,Negative,2.9015,Low-Risk,Long-Hold
Carly Shepherd,LUV,Long,2025-05-28,2025-07-24,63,300,32.75,33.26,153.0,1.56,Positive,0.9825,Low-Risk,Long-Hold
Carly Shepherd,MSFT,Long,2025-05-28,2025-07-24,63,50,459.34,510.88,2577.0,11.22,Positive,2.2967,Low-Risk,Long-Hold
Carly Shepherd,AVGO,Long,2025-05-28,2025-07-24,63,75,235.71,288.71,3975.0,22.49,Positive,1.7678,Low-Risk,Long-Hold
Carly Shepherd,AVGO,Long,2025-06-24,2025-07-24,36,200,262.25,288.71,5292.0,10.09,Positive,5.245,Low-Risk,Long-Hold
Carly Shepherd,AVGO,Long,2025-07-16,2025-07-24,14,75,277.14,288.71,867.75,4.17,Positive,2.0785,Low-Risk,Long-Hold
Carly Shepherd,AI,Long,2025-05-28,2025-07-24,63,800,23.38,26.0,2096.0,11.21,Positive,1.8704,Low-Risk,Long-Hold
Carly Shepherd,RKLB,Long,2025-05-28,2025-07-24,63,300,29.74,48.13,5517.0,61.84,Positive,0.8922,Low-Risk,Long-Hold
Carly Shepherd,BYON,Long,2025-05-29,2025-07-24,62,3000,6.77,10.79,12060.0,59.38,Positive,2.031,Low-Risk,Long-Hold
Carly Shepherd,LGL,Long,2025-06-24,2025-07-24,36,5000,6.91,7.75,4200.0,12.16,Positive,3.455,Low-Risk,Long-Hold
Carly Shepherd,BRVMF,Long,2025-06-24,2025-07-24,36,12500,2.08,2.69,7625.0,29.33,Positive,2.6,Low-Risk,Long-Hold
Carly Shepherd,MTUM,Long,2025-06-24,2025-07-24,36,160,236.46,239.6,502.4,1.33,Positive,3.7834,Low-Risk,Long-Hold
Carly Shepherd,DAPP,Long,2025-06-24,2025-07-24,36,200,15.56,18.64,616.0,19.79,Positive,0.3112,Low-Risk,Long-Hold
Carly Shepherd,WPM,Long,2025-06-24,2025-07-24,36,550,88.7,94.01,2920.5,5.99,Positive,4.8785,Low-Risk,Long-Hold
Carly Shepherd,TFPM,Long,2025-06-24,2025-07-24,36,1500,24.44,23.61,-1245.0,-3.4,Negative,3.666,Low-Risk,Long-Hold
Carly Shepherd,MMTM,Long,2025-06-24,2025-07-24,36,110,262.08,271.87,1076.9,3.74,Positive,2.8829,Low-Risk,Long-Hold
Carly Shepherd,CWH,Long,2025-07-02,2025-07-24,28,1499,18.54,17.98,-839.44,-3.02,Negative,2.7791,Low-Risk,Long-Hold
Carly Shepherd,UBER,Long,2025-07-02,2025-07-24,28,500,93.54,90.87,-1335.0,-2.85,Negative,4.677,Low-Risk,Long-Hold
Carly Shepherd,BBW,Long,2025-07-02,2025-07-24,28,1000,51.87,50.85,-1020.0,-1.97,Negative,5.187,Low-Risk,Long-Hold
Carly Shepherd,VST,Long,2025-07-10,2025-07-24,20,200,196.71,196.24,-94.0,-0.24,Negative,3.9342,Low-Risk,Long-Hold
Carly Shepherd,BITF,Long,2025-07-11,2025-07-24,19,100000,1.08,1.23,15000.0,13.89,Positive,10.8,High-Risk,Long-Hold
Carly Shepherd,BITF,Long,2025-07-15,2025-07-24,15,10000,1.04,1.23,1900.0,18.27,Positive,1.04,Low-Risk,Long-Hold
Carly Shepherd,XFOR,Long,2025-07-11,2025-07-24,19,35000,1.42,1.83,14350.0,28.87,Positive,4.97,Low-Risk,Long-Hold
Carly Shepherd,TNGX,Long,2025-07-14,2025-07-24,16,5000,6.23,6.75,2600.0,8.35,Positive,3.115,Low-Risk,Long-Hold
Carly Shepherd,SOFX,Long,2025-07-14,2025-07-24,16,750,27.1,27.83,547.5,2.69,Positive,2.0325,Low-Risk,Long-Hold
Carly Shepherd,SOFX,Long,2025-07-16,2025-07-24,14,750,27.15,27.83,510.0,2.5,Positive,2.0362,Low-Risk,Long-Hold
Carly Shepherd,OKUR,Long,2025-07-14,2025-07-24,16,11500,2.57,2.37,-2300.0,-7.78,Negative,2.9555,Low-Risk,Long-Hold
Carly Shepherd,SSY,Long,2025-07-18,2025-07-24,12,25000,1.17,1.23,1500.0,5.13,Positive,2.925,Low-Risk,Long-Hold
Carly Shepherd,SSII,Long,2025-07-18,2025-07-24,12,3500,8.12,7.2,-3220.0,-11.33,Negative,2.842,Low-Risk,Long-Hold
Carly Shepherd,COIN,Long,2025-07-18,2025-07-24,12,60,417.0,396.7,-1218.0,-4.87,Negative,2.502,Low-Risk,Long-Hold
Carly Shepherd,AMD,Long,2025-07-18,2025-07-24,12,100,157.24,162.12,488.0,3.1,Positive,1.5724,Low-Risk,Long-Hold
Carly Shepherd,CONL,Long,2025-07-18,2025-07-24,12,300,63.88,57.72,-1848.0,-9.64,Negative,1.9164,Low-Risk,Long-Hold
Carly Shepherd,OPEN,Long,2025-07-21,2025-07-24,9,9839,3.8,2.42,-13577.82,-36.32,Negative,3.7388,Low-Risk,Long-Hold
Carly Shepherd,OPEN,Long,2025-07-21,2025-07-24,9,20044,2.92,2.42,-10022.0,-17.12,Negative,5.8528,Low-Risk,Long-Hold
Carly Shepherd,OPEN,Short,2025-07-21,2025-07-24,9,27161,3.07,2.42,17654.65,21.17,Positive,8.3384,High-Risk,Long-Hold
Tax Evasion Club JK IRS,BYON,Long,2025-05-09,2025-05-21,12,5700,4.41,6.46,11685.0,46.49,Positive,2.5137,Low-Risk,Long-Hold
Tax Evasion Club JK IRS,BYND,Long,2025-05-09,2025-05-21,12,10325,2.35,2.91,5782.0,23.83,Positive,2.4264,Low-Risk,Long-Hold
Tax Evasion Club JK IRS,WMT,Long,2025-05-09,2025-05-21,12,205,96.86,97.13,55.35,0.28,Positive,1.9856,Low-Risk,Long-Hold
Tax Evasion Club JK IRS,COST,Long,2025-05-09,2025-05-21,12,10,1004.61,1030.94,263.3,2.62,Positive,1.0046,Low-Risk,Long-Hold
